"","X5","X1500","X0","X0.1","X1"
"84",60,150,12,6,0
"85",65,106,13,9,0
"86",70,282,13,10,0
"87",75,42,14,11,0
"88",80,192,14,12,0
"89",85,42,14,12,0
"90",90,42,14,13,0
"91",95,72,14,13,0
"92",100,28,14,15,0
"93",5,1500,0,0,1
"94",10,1050,3,0,1
"95",15,1196,4,0,1
"96",20,1182,4,0,1
"97",25,947,5,0,1
"98",30,727,7,0,1
"99",35,954,7,0,1
"100",40,462,9,0,1
"101",45,718,9,0,1
"102",50,320,11,0,1
"103",5,1500,0,0,0
"104",10,1200,2,0,0
"105",15,794,3,0,0
"106",20,748,5,0,0
"107",25,723,6,0,0
"108",30,723,6,0,0
"109",35,576,7,0,0
"110",40,128,8,1,0
"111",45,12,9,2,0
"112",50,10,9,3,0
"113",5,1500,0,0,0
"114",10,1320,1,0,0
"115",15,1520,1,0,0
"116",20,1695,1,0,0
"117",25,1425,2,0,0
"118",30,1617,2,0,0
"119",35,1517,2,0,0
"120",40,1497,3,0,0
"121",45,1515,3,0,0
"122",50,1531,3,0,0
"123",55,1717,3,0,0
"124",60,1647,3,0,0
"125",65,1847,3,0,0
"126",70,1847,3,0,0
"127",75,1761,3,0,0
"128",80,1461,3,0,0
"129",85,1461,3,0,0
"130",90,1493,3,0,0
"131",95,1468,3,0,0
"132",100,748,4,0,0
"133",105,200,4,0,0
"134",110,-72,0,0,0
"135",5,1500,0,0,1
"136",10,920,3,0,1
"137",15,40,8,0,1
"138",20,165,9,0,1
"139",25,135,10,0,1
"140",30,63,12,2,1
"141",35,13,12,3,1
"142",40,163,12,4,1
"143",45,95,12,5,1
"144",50,29,12,6,1
"145",55,193,12,7,1
"146",60,413,12,8,1
"147",65,103,13,11,1
"148",70,203,13,11,1
"149",75,39,13,14,1
"150",80,259,14,16,1
"151",85,59,15,18,1
"152",90,177,15,19,1
"153",95,2,17,19,1
"154",100,792,18,20,1
"155",105,560,20,23,1
"156",110,1042,21,24,1
"157",5,1500,0,0,1
"158",10,1500,0,0,1
"159",15,1440,1,0,1
"160",20,1160,2,0,1
"161",25,1290,3,0,1
"162",30,1100,4,0,1
"163",35,1300,4,0,1
"164",40,1052,5,0,1
"165",45,652,7,1,1
"166",50,670,7,1,1
"167",55,500,9,2,1
"168",60,544,9,2,1
"169",65,572,9,2,1
"170",70,586,9,2,1
"171",75,496,10,2,1
"172",80,546,10,4,1
"173",5,1500,0,0,0
"174",10,1060,3,0,0
"175",15,400,7,0,0
"176",20,50,9,0,0
"177",25,140,10,0,0
"178",30,50,10,2,0
"179",35,50,10,2,0
"180",40,238,10,2,0
"181",45,38,10,3,0
"182",50,20,10,3,0
"183",55,50,10,4,0
"184",60,206,10,4,0
"185",65,78,10,6,0
"186",70,64,10,10,0
"187",75,134,10,10,0
"188",80,-16,0,0,0
"189",5,1500,0,0,1
"190",10,1500,0,0,1
"191",15,1500,0,0,1
"192",5,1500,0,0,0
"193",10,714,5,0,0
"194",15,494,7,0,0
"195",5,1500,0,0,1
"196",10,834,4,0,1
"197",15,754,5,0,1
"198",20,304,7,0,1
"199",25,496,7,0,1
"200",30,372,7,0,1
"201",35,572,7,0,1
"202",40,604,8,0,1
"203",45,628,8,0,1
"204",50,406,11,1,1
"205",55,316,12,2,1
"206",60,404,12,3,1
"207",65,432,12,3,1
"208",70,432,12,3,1
"209",5,1500,0,0,0
"210",10,1126,2,0,0
"211",15,566,6,0,0
"212",20,356,7,0,0
"213",25,214,8,0,0
"214",30,338,9,0,0
"215",35,188,10,0,0
"216",40,196,10,0,0
"217",45,172,10,0,0
"218",50,234,10,0,0
"219",55,24,10,0,0
"220",60,36,10,0,0
"221",65,8,10,0,0
"222",70,8,10,0,0
"223",5,1500,0,0,1
"224",10,1200,2,0,1
"225",15,1400,2,0,1
"226",20,1330,2,0,1
"227",25,1505,2,0,1
"228",30,1505,2,0,1
"229",35,1547,2,0,1
"230",5,1500,0,0,0
"231",10,930,2,0,0
"232",15,130,6,0,0
"233",20,200,6,0,0
"234",25,25,8,1,0
"235",30,215,10,2,0
"236",35,-17,0,0,0
"237",5,1500,0,0,1
"238",10,1300,1,0,1
"239",15,1500,1,0,1
"240",20,1519,1,0,1
"241",25,1294,3,0,1
"242",30,1294,3,0,1
"243",35,1474,3,0,1
"244",40,1874,3,0,1
"245",5,1500,0,0,0
"246",10,1060,3,0,0
"247",15,400,6,0,0
"248",20,241,8,0,0
"249",25,266,8,0,0
"250",30,126,9,0,0
"251",35,186,10,2,0
"252",40,-64,0,0,0
"253",5,1500,0,0,1
"254",10,1132,1,0,1
"255",15,1272,1,0,1
"256",20,1272,1,0,1
"257",25,1172,1,0,1
"258",30,1136,1,0,1
"259",35,1120,1,0,1
"260",40,1310,1,0,1
"261",45,1510,1,0,1
"262",50,1494,1,0,1
"263",55,1478,1,0,1
"264",60,1672,1,0,1
"265",65,1828,1,0,1
"266",70,1828,1,0,1
"267",75,2200,1,0,1
"268",80,2220,1,0,1
"269",85,2396,1,0,1
"270",90,2396,1,0,1
"271",95,2504,1,0,1
"272",100,2504,1,0,1
"273",5,1500,0,0,0
"274",10,558,4,0,0
"275",15,108,9,0,0
"276",20,8,9,0,0
"277",25,108,10,0,0
"278",30,144,10,0,0
"279",35,160,10,0,0
"280",40,170,10,0,0
"281",45,170,10,0,0
"282",50,286,11,0,0
"283",55,142,12,0,0
"284",60,348,12,0,0
"285",65,112,14,0,0
"286",70,112,14,0,0
"287",75,60,16,2,0
"288",80,190,16,3,0
"289",85,214,16,3,0
"290",90,14,16,5,0
"291",95,206,16,7,0
"292",100,206,16,11,0
"293",5,1500,0,0,1
"294",10,1020,3,0,1
"295",15,860,5,0,1
"296",20,720,6,0,1
"297",25,376,7,0,1
"298",30,302,8,0,1
"299",35,422,9,2,1
"300",5,1500,0,0,0
"301",10,1300,1,0,0
"302",15,1070,3,0,0
"303",20,1310,3,0,0
"304",25,904,5,0,0
"305",30,358,7,0,0
"306",35,418,7,0,0
"307",5,1500,0,0,0
"308",10,1260,1,0,0
"309",15,1260,1,0,0
"310",20,1210,1,0,0
"311",25,1410,1,0,0
"312",30,975,3,0,0
"313",35,989,4,0,0
"314",40,1075,4,0,0
"315",45,795,5,0,0
"316",50,795,5,0,0
"317",55,527,6,0,0
"318",60,741,6,0,0
"319",65,775,6,0,0
"320",70,395,8,0,0
"321",75,231,8,1,0
"322",80,121,8,3,0
"323",85,37,8,4,0
"324",5,1500,0,0,1
"325",10,710,4,0,1
"326",15,510,6,0,1
"327",20,60,8,0,1
"328",25,100,10,0,1
"329",30,335,10,0,1
"330",35,81,11,0,1
"331",40,195,12,0,1
"332",45,295,12,0,1
"333",50,295,12,0,1
"334",55,373,13,1,1
"335",60,79,14,3,1
"336",65,145,14,5,1
"337",70,45,15,7,1
"338",75,159,15,9,1
"339",80,219,15,10,1
"340",85,143,16,13,1
"341",5,1500,0,0,1
"342",10,860,3,0,1
"343",15,1060,3,0,1
"344",20,530,5,0,1
"345",25,730,5,0,1
"346",30,466,6,0,1
"347",35,586,6,0,1
"348",40,366,7,1,1
"349",5,1500,0,0,0
"350",10,1140,3,0,0
"351",15,50,8,0,0
"352",20,100,8,0,0
"353",25,100,9,0,0
"354",30,324,9,0,0
"355",35,334,10,1,0
"356",40,34,11,1,0
"357",5,1500,0,0,1
"358",10,1350,1,0,1
"359",15,1350,1,0,1
"360",20,1350,2,0,1
"361",25,1156,3,0,1
"362",30,736,5,0,1
"363",35,722,5,0,1
"364",40,862,6,0,1
"365",45,838,6,0,1
"366",50,768,6,0,1
"367",55,492,7,0,1
"368",60,302,8,0,1
"369",65,496,8,0,1
"370",70,276,9,0,1
"371",75,234,9,0,1
"372",80,428,9,0,1
"373",85,56,11,0,1
"374",5,1500,0,0,0
"375",10,1080,2,0,0
"376",15,790,5,0,0
"377",20,270,7,0,0
"378",25,404,8,0,0
"379",30,124,9,0,0
"380",35,98,10,0,0
"381",40,48,11,1,0
"382",45,72,11,1,0
"383",50,192,11,2,0
"384",55,68,11,4,0
"385",60,278,11,4,0
"386",65,144,12,4,0
"387",70,304,12,4,0
"388",75,96,12,7,0
"389",80,102,12,7,0
"390",85,144,12,8,0
"391",5,1500,0,0,1
"392",10,1190,3,0,1
"393",15,984,6,1,1
"394",20,784,7,2,1
"395",25,184,9,4,1
"396",30,368,9,6,1
"397",35,368,9,6,1
"398",40,368,9,6,1
"399",5,1500,0,0,0
"400",10,710,3,0,0
"401",15,716,4,0,0
"402",20,206,6,0,0
"403",25,186,7,0,0
"404",30,302,7,0,0
"405",35,2,8,0,0
"406",40,2,8,0,0
"407",5,1500,0,0,1
"408",10,1140,2,0,1
"409",15,1118,2,0,1
"410",20,878,3,0,1
"411",25,1072,3,0,1
"412",30,1234,3,0,1
"413",35,974,4,0,1
"414",40,1170,4,0,1
"415",45,1192,4,0,1
"416",50,1212,5,0,1
"417",55,1412,5,0,1
"418",60,1398,5,0,1
"419",65,1492,5,0,1
"420",70,1376,5,0,1
"421",75,1570,5,0,1
"422",80,1618,5,0,1
"423",85,1618,5,0,1
"424",90,1438,6,0,1
"425",95,1418,6,0,1
"426",100,1486,6,0,1
"427",105,1486,6,0,1
"428",110,1458,6,0,1
"429",115,1658,6,0,1
"430",120,1662,6,0,1
"431",125,1856,6,0,1
"432",130,1818,6,0,1
"433",135,1814,6,0,1
"434",140,1820,6,0,1
"435",145,2040,6,0,1
"436",5,1500,0,0,0
"437",10,960,3,0,0
"438",15,382,5,0,0
"439",20,72,8,0,0
"440",25,78,8,0,0
"441",30,96,9,0,0
"442",35,136,10,0,0
"443",40,140,10,0,0
"444",45,118,10,0,0
"445",50,218,11,0,0
"446",55,218,12,0,0
"447",60,232,12,0,0
"448",65,438,12,0,0
"449",70,104,14,0,0
"450",75,310,14,0,0
"451",80,42,15,0,0
"452",85,242,15,0,0
"453",90,342,15,0,0
"454",95,222,16,0,0
"455",100,354,17,0,0
"456",105,554,17,0,0
"457",110,382,18,0,0
"458",115,582,18,0,0
"459",120,278,19,0,0
"460",125,224,20,0,0
"461",130,62,20,1,0
"462",135,216,20,2,0
"463",140,60,20,4,0
"464",145,20,21,6,0
"465",5,1500,0,0,1
"466",10,1300,1,0,1
"467",15,1325,1,0,1
"468",20,1513,1,0,1
"469",25,1413,1,0,1
"470",30,1373,1,0,1
"471",35,1249,1,0,1
"472",40,1437,1,0,1
"473",45,1462,1,0,1
"474",50,1362,2,0,1
"475",55,1562,2,0,1
"476",60,1162,2,0,1
"477",65,1212,2,0,1
"478",70,1188,2,0,1
"479",75,1188,2,0,1
"480",80,1238,2,0,1
"481",5,1500,0,0,0
"482",10,860,4,0,0
"483",15,55,8,1,0
"484",20,17,8,2,0
"485",25,27,10,3,0
"486",30,17,10,4,0
"487",35,191,10,5,0
"488",40,43,11,7,0
"489",45,168,11,8,0
"490",50,118,11,9,0
"491",55,108,12,12,0
"492",60,108,13,14,0
"493",65,158,13,16,0
"494",70,82,13,18,0
"495",75,82,13,18,0
"496",80,32,13,18,0
"497",5,1500,0,0,1
"498",10,830,3,0,1
"499",15,670,4,0,1
"500",20,346,5,0,1
"501",25,506,6,0,1
"502",30,558,6,0,1
"503",35,365,7,0,1
"504",40,572,7,0,1
"505",45,392,8,0,1
"506",50,370,8,0,1
"507",55,340,9,0,1
"508",60,336,9,0,1
"509",65,116,10,0,1
"510",70,326,10,0,1
"511",75,376,11,0,1
"512",80,580,11,0,1
"513",85,594,11,0,1
"514",90,474,11,0,1
"515",5,1500,0,0,0
"516",10,1120,2,0,0
"517",15,800,4,0,0
"518",20,744,4,0,0
"519",25,484,7,0,0
"520",30,412,8,0,0
"521",35,15,10,1,0
"522",40,208,10,1,0
"523",45,8,11,1,0
"524",50,130,11,3,0
"525",55,160,11,3,0
"526",60,214,11,6,0
"527",65,34,11,9,0
"528",70,14,12,12,0
"529",75,24,12,12,0
"530",80,20,12,12,0
"531",85,6,12,12,0
"532",90,176,12,13,0
"533",5,1500,0,0,1
"534",10,1300,1,0,1
"535",15,1500,1,0,1
"536",20,1475,1,0,1
"537",25,1675,1,0,1
"538",30,1650,1,0,1
"539",35,1850,1,0,1
"540",5,1500,0,0,0
"541",10,980,3,0,0
"542",15,580,5,0,0
"543",20,35,7,0,0
"544",25,35,7,0,0
"545",30,40,8,0,0
"546",35,40,8,0,0
"547",5,1500,0,0,0
"548",10,1300,1,0,0
"549",15,1500,1,0,0
"550",20,1468,1,0,0
"551",25,1652,1,0,0
"552",30,1488,2,0,0
"553",35,1536,2,0,0
"554",40,1418,2,0,0
"555",45,1368,2,0,0
"556",50,1368,2,0,0
"557",55,1474,2,0,0
"558",60,1074,2,0,0
"559",65,894,2,0,0
"560",70,868,2,0,0
"561",75,372,2,0,0
"562",80,116,2,0,0
"563",5,1500,0,0,1
"564",10,880,4,0,1
"565",15,260,9,0,1
"566",20,142,9,3,1
"567",25,18,10,3,1
"568",30,2,11,3,1
"569",35,54,11,4,1
"570",40,172,12,4,1
"571",45,122,12,5,1
"572",50,22,12,6,1
"573",55,66,12,7,1
"574",60,296,14,8,1
"575",65,776,14,10,1
"576",70,32,16,13,1
"577",75,258,18,15,1
"578",80,664,19,16,1
"579",5,1500,0,0,1
"580",10,1100,2,0,1
"581",15,1060,2,0,1
"582",20,1060,3,0,1
"583",25,1308,3,0,1
"584",30,1264,3,0,1
"585",35,1562,3,0,1
"586",40,1444,3,0,1
"587",45,1614,4,0,1
"588",50,1184,6,0,1
"589",55,954,7,0,1
"590",60,826,7,0,1
"591",5,1500,0,0,0
"592",10,960,3,0,0
"593",15,40,8,0,0
"594",20,120,9,0,0
"595",25,72,9,0,0
"596",30,156,11,0,0
"597",35,58,11,0,0
"598",40,126,12,1,0
"599",45,196,13,3,0
"600",50,196,13,3,0
"601",55,326,13,5,0
"602",60,44,14,7,0
"603",5,1500,0,0,1
"604",10,1312,1,0,1
"605",15,952,4,0,1
"606",20,443,6,0,1
"607",25,525,7,0,1
"608",30,747,7,0,1
"609",35,685,7,0,1
"610",40,903,7,0,1
"611",45,663,8,0,1
"612",50,313,10,0,1
"613",55,307,10,0,1
"614",60,507,10,0,1
"615",65,519,10,0,1
"616",70,519,10,0,1
"617",75,169,11,3,1
"618",80,419,11,4,1
"619",85,419,11,4,1
"620",90,441,11,4,1
"621",95,463,11,5,1
"622",100,463,11,6,1
"623",105,429,11,8,1
"624",110,649,11,9,1
"625",5,1500,0,0,0
"626",10,1168,2,0,0
"627",15,1018,3,0,0
"628",20,987,4,0,0
"629",25,825,6,0,0
"630",30,43,9,0,0
"631",35,205,10,0,0
"632",40,187,10,0,0
"633",45,187,10,0,0
"634",50,187,10,0,0
"635",55,193,10,0,0
"636",60,53,11,0,0
"637",65,41,11,0,0
"638",70,241,11,0,0
"639",75,191,11,0,0
"640",80,41,11,0,0
"641",85,41,11,0,0
"642",90,219,11,0,0
"643",95,97,11,0,0
"644",100,197,11,0,0
"645",105,231,11,0,0
"646",110,111,11,0,0
"647",5,1500,0,0,1
"648",10,926,4,0,1
"649",15,546,7,0,1
"650",20,514,7,0,1
"651",25,514,7,0,1
"652",30,414,7,0,1
"653",35,294,9,0,1
"654",40,294,9,0,1
"655",45,450,9,0,1
"656",50,332,9,0,1
"657",55,482,9,0,1
"658",60,518,9,0,1
"659",65,494,9,0,1
"660",70,540,10,0,1
"661",75,786,10,0,1
"662",80,474,11,0,1
"663",85,670,11,0,1
"664",90,790,11,0,1
"665",95,790,11,0,1
"666",5,1500,0,0,0
"667",10,1124,2,0,0
"668",15,864,5,0,0
"669",20,236,7,0,0
"670",25,236,8,0,0
"671",30,336,8,0,0
"672",35,16,10,0,0
"673",40,16,12,0,0
"674",45,60,12,0,0
"675",50,78,12,2,0
"676",55,28,12,3,0
"677",60,92,12,4,0
"678",65,216,12,5,0
"679",70,120,12,6,0
"680",75,174,12,7,0
"681",80,146,12,8,0
"682",85,50,12,9,0
"683",90,30,12,9,0
"684",95,-70,0,0,0
"685",5,1500,0,0,1
"686",10,1500,0,0,1
"687",15,1430,0,0,1
"688",20,1412,1,0,1
"689",25,1412,1,0,1
"690",5,1500,0,0,0
"691",10,800,4,0,0
"692",15,400,7,0,0
"693",20,358,8,0,0
"694",25,98,9,0,0
"695",5,1500,0,0,0
"696",10,1240,2,0,0
"697",15,440,5,0,0
"698",20,440,5,0,0
"699",25,220,7,0,0
"700",30,70,8,0,0
"701",35,142,9,0,0
"702",40,167,9,0,0
"703",45,25,10,0,0
"704",5,1500,0,0,1
"705",10,900,3,0,1
"706",15,300,5,0,1
"707",20,120,6,0,1
"708",25,120,6,0,1
"709",30,320,6,0,1
"710",35,298,6,0,1
"711",40,73,7,0,1
"712",45,95,7,0,1
"713",5,1500,0,0,1
"714",10,1160,2,0,1
"715",15,960,3,0,1
"716",20,934,3,0,1
"717",25,864,4,0,1
"718",30,569,6,0,1
"719",35,152,7,0,1
"720",40,140,8,0,1
"721",45,362,8,0,1
"722",50,212,9,0,1
"723",55,126,10,0,1
"724",60,293,10,0,1
"725",65,477,10,0,1
"726",5,1500,0,0,0
"727",10,847,3,0,0
"728",15,247,5,0,0
"729",20,13,8,0,0
"730",25,163,9,0,0
"731",30,162,10,0,0
"732",35,180,10,0,0
"733",40,392,10,0,0
"734",45,570,10,0,0
"735",50,70,12,0,0
"736",55,90,13,0,0
"737",60,123,13,0,0
"738",65,239,13,0,0
"739",5,1500,0,0,1
"740",10,1500,0,0,1
"741",15,1500,0,0,1
"742",20,1650,0,0,1
"743",25,1544,0,0,1
"744",30,1738,0,0,1
"745",35,1378,2,0,1
"746",5,1500,0,0,0
"747",10,1150,2,0,0
"748",15,350,5,0,0
"749",20,0,7,0,0
"750",25,146,8,0,0
"751",30,92,9,0,0
"752",35,12,11,2,0
"753",5,1500,0,0,1
"754",10,1300,1,0,1
"755",15,1300,1,0,1
"756",20,1480,1,0,1
"757",25,1280,2,0,1
"758",30,1280,2,0,1
"759",35,1430,2,0,1
"760",5,1500,0,0,0
"761",10,780,4,0,0
"762",15,100,7,0,0
"763",20,160,8,0,0
"764",25,160,8,0,0
"765",30,100,10,0,0
"766",35,-30,0,0,0
"767",5,1500,0,0,1
"768",10,1016,3,0,1
"769",15,465,6,0,1
"770",20,209,8,0,1
"771",25,215,8,0,1
"772",30,379,9,0,1
"773",35,379,9,0,1
"774",40,439,10,0,1
"775",45,687,10,0,1
"776",50,475,10,0,1
"777",5,1500,0,0,0
"778",10,1344,1,0,0
"779",15,895,2,0,0
"780",20,591,4,0,0
"781",25,205,7,0,0
"782",30,181,7,0,0
"783",35,61,9,0,0
"784",40,61,9,0,0
"785",45,13,9,0,0
"786",50,25,9,0,0
"787",5,1500,0,0,1
"788",10,1260,1,0,1
"789",15,1460,1,0,1
"790",20,1468,1,0,1
"791",25,1468,1,0,1
"792",30,1248,2,0,1
"793",35,1248,2,0,1
"794",40,1248,2,0,1
"795",45,1068,3,0,1
"796",50,1268,3,0,1
"797",55,1200,3,0,1
"798",60,1264,3,0,1
"799",65,1258,3,0,1
"800",5,1500,0,0,0
"801",10,690,4,0,0
"802",15,90,6,0,0
"803",20,142,7,0,0
"804",25,342,7,0,0
"805",30,292,9,0,0
"806",35,72,10,0,0
"807",40,72,10,0,0
"808",45,212,11,0,0
"809",50,12,12,0,0
"810",55,80,12,0,0
"811",60,116,12,0,0
"812",65,62,13,0,0
"813",5,1500,0,0,1
"814",10,980,3,0,1
"815",15,778,5,0,1
"816",20,753,5,0,1
"817",25,517,8,0,1
"818",30,339,9,0,1
"819",35,539,9,0,1
"820",40,564,9,0,1
"821",45,740,9,0,1
"822",50,600,10,0,1
"823",55,810,10,0,1
"824",60,575,11,0,1
"825",65,759,12,0,1
"826",70,739,13,1,1
"827",75,663,14,2,1
"828",80,683,14,3,1
"829",85,543,15,7,1
"830",90,501,16,9,1
"831",5,1500,0,0,0
"832",10,1040,2,0,0
"833",15,532,5,0,0
"834",20,337,6,0,0
"835",25,53,8,0,0
"836",30,51,8,0,0
"837",35,51,9,0,0
"838",40,26,9,0,0
"839",45,250,9,0,0
"840",50,240,9,0,0
"841",55,430,9,0,0
"842",60,165,10,0,0
"843",65,181,10,0,0
"844",70,291,10,0,0
"845",75,167,10,0,0
"846",80,297,10,0,0
"847",85,297,10,0,0
"848",90,29,10,0,0
"849",5,1500,0,0,1
"850",10,1500,0,0,1
"851",15,1692,0,0,1
"852",20,1530,1,0,1
"853",25,1530,1,0,1
"854",30,1530,1,0,1
"855",35,1714,1,0,1
"856",40,1642,1,0,1
"857",45,1678,2,0,1
"858",50,1598,2,0,1
"859",55,1598,2,0,1
"860",60,1746,2,0,1
"861",65,1768,2,0,1
"862",70,1958,2,0,1
"863",75,2078,2,0,1
"864",80,1966,2,0,1
"865",5,1500,0,0,0
"866",10,580,5,0,0
"867",15,48,8,0,0
"868",20,40,9,0,0
"869",25,140,10,0,0
"870",30,140,10,0,0
"871",35,156,10,0,0
"872",40,228,10,0,0
"873",45,82,12,4,0
"874",50,312,12,5,0
"875",55,122,13,6,0
"876",60,124,13,7,0
"877",65,52,13,8,0
"878",70,212,13,9,0
"879",75,112,14,9,0
"880",80,24,15,9,0
"881",5,1500,0,0,1
"882",10,1280,1,0,1
"883",15,1014,2,0,1
"884",20,1214,2,0,1
"885",5,1500,0,0,0
"886",10,320,5,0,0
"887",15,196,8,0,0
"888",20,16,9,0,0
"889",5,1500,0,0,1
"890",10,1500,0,0,1
"891",15,1868,0,0,1
"892",20,1844,0,0,1
"893",25,2044,0,0,1
"894",30,1769,1,0,1
"895",35,1733,2,0,1
"896",40,1903,2,0,1
"897",45,1889,2,0,1
"898",5,1500,0,0,0
"899",10,730,5,0,0
"900",15,182,7,0,0
"901",20,86,8,0,0
"902",25,26,9,0,0
"903",30,1,10,2,0
"904",35,187,10,3,0
"905",40,27,11,4,0
"906",45,41,11,4,0
"907",5,1500,0,0,1
"908",10,1250,1,0,1
"909",15,1450,1,0,1
"910",20,1450,1,0,1
"911",25,1644,1,0,1
"912",30,1844,1,0,1
"913",35,1694,2,0,1
"914",5,1500,0,0,0
"915",10,1040,2,0,0
"916",15,460,6,0,0
"917",20,20,8,0,0
"918",25,116,9,1,0
"919",30,116,9,1,0
"920",35,16,10,3,0
"921",5,1500,0,0,1
"922",10,1500,0,0,1
"923",15,1500,0,0,1
"924",20,1430,0,0,1
"925",25,1156,1,0,1
"926",30,966,2,0,1
"927",35,692,3,1,1
"928",40,912,3,2,1
"929",45,912,3,2,1
"930",50,1158,4,3,1
"931",5,1500,0,0,0
"932",10,820,4,0,0
"933",15,580,5,0,0
"934",20,470,6,0,0
"935",25,384,7,0,0
"936",30,254,8,0,0
"937",35,198,9,0,0
"938",40,28,9,0,0
"939",45,28,9,0,0
"940",50,32,10,0,0
"941",5,1500,0,0,0
"942",10,1120,1,0,0
"943",15,860,2,0,0
"944",20,500,4,0,0
"945",25,500,4,0,0
"946",30,0,6,0,0
"947",35,22,6,0,0
"948",40,32,6,0,0
"949",45,28,6,0,0
"950",50,28,6,0,0
"951",55,202,6,0,0
"952",60,188,6,0,0
"953",65,348,6,0,0
"954",70,148,7,0,0
"955",75,170,7,0,0
"956",5,1500,0,0,1
"957",10,910,3,0,1
"958",15,530,6,0,1
"959",20,270,7,0,1
"960",25,270,7,0,1
"961",30,250,8,0,1
"962",35,128,8,0,1
"963",40,118,9,0,1
"964",45,122,9,0,1
"965",50,122,10,0,1
"966",55,88,11,0,1
"967",60,102,11,0,1
"968",65,142,11,0,1
"969",70,142,11,0,1
"970",75,320,11,0,1
"971",5,1500,0,0,1
"972",10,1500,0,0,1
"973",15,1694,0,0,1
"974",20,1694,0,0,1
"975",25,1882,0,0,1
"976",30,1802,0,0,1
"977",35,1908,0,0,1
"978",40,1888,0,0,1
"979",45,1888,0,0,1
"980",50,1978,0,0,1
"981",55,2153,0,0,1
"982",60,2139,0,0,1
"983",65,2249,0,0,1
"984",70,2249,0,0,1
"985",75,2441,0,0,1
"986",80,2371,0,0,1
"987",85,2323,0,0,1
"988",90,2323,0,0,1
"989",95,2511,0,0,1
"990",5,1500,0,0,0
"991",10,590,6,0,0
"992",15,46,10,0,0
"993",20,46,10,0,0
"994",25,58,12,0,0
"995",30,88,12,1,0
"996",35,182,12,1,0
"997",40,22,13,1,0
"998",45,22,13,1,0
"999",50,132,13,3,0
"1000",55,57,13,5,0
"1001",60,21,14,6,0
"1002",65,11,14,7,0
"1003",70,61,14,9,0
"1004",75,69,14,9,0
"1005",80,29,15,10,0
"1006",85,277,16,12,0
"1007",90,7,18,13,0
"1008",95,19,18,13,0
"1009",5,1500,0,0,1
"1010",10,1694,0,0,1
"1011",15,1594,0,0,1
"1012",20,1574,1,0,1
"1013",25,1574,1,0,1
"1014",30,1526,2,0,1
"1015",35,1544,2,0,1
"1016",40,1324,4,0,1
"1017",5,1500,0,0,0
"1018",10,596,5,0,0
"1019",15,236,7,0,0
"1020",20,96,8,0,0
"1021",25,96,9,0,0
"1022",30,24,10,0,0
"1023",35,6,10,0,0
"1024",40,6,10,0,0
"1025",5,1500,0,0,0
"1026",10,1300,1,0,0
"1027",15,820,3,0,0
"1028",20,1020,3,0,0
"1029",25,998,3,0,0
"1030",30,898,3,0,0
"1031",35,870,3,0,0
"1032",40,870,3,0,0
"1033",45,770,3,0,0
"1034",50,978,3,0,0
"1035",55,440,5,0,0
"1036",60,492,6,0,0
"1037",65,432,6,0,0
"1038",70,436,6,0,0
"1039",75,480,6,0,0
"1040",80,416,6,0,0
"1041",85,438,6,0,0
